policy,K,rep_seed,episode_id,success,steps,questions_asked,team_cost
always_ask,4,3,6,False,10,3,11.5
always_ask,4,3,7,True,7,3,8.5
always_ask,4,3,8,True,13,3,14.5
always_ask,4,3,9,True,9,3,10.5
always_ask,4,3,10,True,12,3,13.5
always_ask,4,3,11,True,14,3,15.5
always_ask,4,3,12,True,11,3,12.5
always_ask,4,3,13,True,15,3,16.5
always_ask,4,3,14,True,13,3,14.5
always_ask,4,3,15,True,15,3,16.5
always_ask,4,3,16,False,11,3,12.5
always_ask,4,3,17,True,6,3,7.5
always_ask,4,3,18,True,7,3,8.5
always_ask,4,3,19,True,14,3,15.5
always_ask,4,4,0,True,13,3,14.5
always_ask,4,4,1,True,13,3,14.5
always_ask,4,4,2,True,11,3,12.5
always_ask,4,4,3,True,7,3,8.5
always_ask,4,4,4,False,7,3,8.5
always_ask,4,4,5,True,7,3,8.5
always_ask,4,4,6,True,11,3,12.5
always_ask,4,4,7,True,10,3,11.5
always_ask,4,4,8,True,16,3,17.5
always_ask,4,4,9,True,6,3,7.5
always_ask,4,4,10,True,6,3,7.5
always_ask,4,4,11,True,12,3,13.5
always_ask,4,4,12,True,7,3,8.5
always_ask,4,4,13,True,7,3,8.5
always_ask,4,4,14,True,13,3,14.5
always_ask,4,4,15,True,13,3,14.5
always_ask,4,4,16,True,16,3,17.5
always_ask,4,4,17,True,13,3,14.5
always_ask,4,4,18,True,13,3,14.5
always_ask,4,4,19,True,5,3,6.5
info_gain_ask,4,0,0,False,11,2,12.0
info_gain_ask,4,0,1,True,15,2,16.0
info_gain_ask,4,0,2,False,9,2,10.0
info_gain_ask,4,0,3,True,9,2,10.0
info_gain_ask,4,0,4,True,13,2,14.0
info_gain_ask,4,0,5,True,12,2,13.0
info_gain_ask,4,0,6,True,14,2,15.0
info_gain_ask,4,0,7,True,8,2,9.0
info_gain_ask,4,0,8,True,9,2,10.0
info_gain_ask,4,0,9,True,5,2,6.0
info_gain_ask,4,0,10,True,13,2,14.0
info_gain_ask,4,0,11,True,10,2,11.0
info_gain_ask,4,0,12,False,11,2,12.0
info_gain_ask,4,0,13,True,11,2,12.0
info_gain_ask,4,0,14,False,13,2,14.0
info_gain_ask,4,0,15,True,11,2,12.0
info_gain_ask,4,0,16,True,14,2,15.0
info_gain_ask,4,0,17,True,11,2,12.0
info_gain_ask,4,0,18,True,10,2,11.0
info_gain_ask,4,0,19,True,8,2,9.0
info_gain_ask,4,1,0,False,15,2,16.0
info_gain_ask,4,1,1,True,10,2,11.0
info_gain_ask,4,1,2,True,11,2,12.0
info_gain_ask,4,1,3,True,9,2,10.0
info_gain_ask,4,1,4,True,6,2,7.0
info_gain_ask,4,1,5,True,13,2,14.0
info_gain_ask,4,1,6,True,5,2,6.0
info_gain_ask,4,1,7,True,12,2,13.0
info_gain_ask,4,1,8,True,8,2,9.0
info_gain_ask,4,1,9,False,8,2,9.0
info_gain_ask,4,1,10,True,11,2,12.0
info_gain_ask,4,1,11,True,9,2,10.0
info_gain_ask,4,1,12,True,12,2,13.0
info_gain_ask,4,1,13,False,8,2,9.0
info_gain_ask,4,1,14,True,14,1,14.5
info_gain_ask,4,1,15,True,12,2,13.0
info_gain_ask,4,1,16,True,6,2,7.0
info_gain_ask,4,1,17,False,13,2,14.0
info_gain_ask,4,1,18,True,9,1,9.5
info_gain_ask,4,1,19,True,12,2,13.0
info_gain_ask,4,2,0,True,5,2,6.0
info_gain_ask,4,2,1,False,8,2,9.0
info_gain_ask,4,2,2,True,10,2,11.0
info_gain_ask,4,2,3,True,12,2,13.0
info_gain_ask,4,2,4,True,12,2,13.0
info_gain_ask,4,2,5,True,7,2,8.0
info_gain_ask,4,2,6,True,5,2,6.0
info_gain_ask,4,2,7,True,9,2,10.0
info_gain_ask,4,2,8,True,15,2,16.0
info_gain_ask,4,2,9,True,7,2,8.0
info_gain_ask,4,2,10,True,8,2,9.0
info_gain_ask,4,2,11,False,15,2,16.0
info_gain_ask,4,2,12,True,4,2,5.0
info_gain_ask,4,2,13,True,15,2,16.0
info_gain_ask,4,2,14,True,8,2,9.0
info_gain_ask,4,2,15,False,8,2,9.0
info_gain_ask,4,2,16,False,11,2,12.0
info_gain_ask,4,2,17,True,14,2,15.0
info_gain_ask,4,2,18,True,8,2,9.0
info_gain_ask,4,2,19,False,16,2,17.0
info_gain_ask,4,3,0,True,8,2,9.0
info_gain_ask,4,3,1,True,7,2,8.0
info_gain_ask,4,3,2,True,9,2,10.0
info_gain_ask,4,3,3,True,10,2,11.0
info_gain_ask,4,3,4,True,8,2,9.0
info_gain_ask,4,3,5,True,6,2,7.0
info_gain_ask,4,3,6,True,8,2,9.0
info_gain_ask,4,3,7,True,6,2,7.0
info_gain_ask,4,3,8,True,12,2,13.0
info_gain_ask,4,3,9,True,8,2,9.0
info_gain_ask,4,3,10,True,14,2,15.0
info_gain_ask,4,3,11,False,16,2,17.0
info_gain_ask,4,3,12,True,10,2,11.0
info_gain_ask,4,3,13,True,14,2,15.0
info_gain_ask,4,3,14,True,14,1,14.5
info_gain_ask,4,3,15,False,15,2,16.0
info_gain_ask,4,3,16,True,9,2,10.0
info_gain_ask,4,3,17,True,5,2,6.0
info_gain_ask,4,3,18,True,6,2,7.0
info_gain_ask,4,3,19,True,13,2,14.0
info_gain_ask,4,4,0,True,10,2,11.0
info_gain_ask,4,4,1,True,12,2,13.0
info_gain_ask,4,4,2,True,10,2,11.0
info_gain_ask,4,4,3,True,6,2,7.0
info_gain_ask,4,4,4,True,4,2,5.0
info_gain_ask,4,4,5,False,9,2,10.0
info_gain_ask,4,4,6,False,12,2,13.0
info_gain_ask,4,4,7,True,9,2,10.0
info_gain_ask,4,4,8,True,15,2,16.0
info_gain_ask,4,4,9,True,5,2,6.0
info_gain_ask,4,4,10,True,5,2,6.0
info_gain_ask,4,4,11,True,11,2,12.0
info_gain_ask,4,4,12,True,6,2,7.0
info_gain_ask,4,4,13,True,6,2,7.0
info_gain_ask,4,4,14,False,14,1,14.5
info_gain_ask,4,4,15,True,12,2,13.0
info_gain_ask,4,4,16,True,15,2,16.0
info_gain_ask,4,4,17,True,12,2,13.0
info_gain_ask,4,4,18,True,12,2,13.0
info_gain_ask,4,4,19,True,4,2,5.0
random_ask,4,0,0,False,11,3,12.5
random_ask,4,0,1,True,16,3,17.5
random_ask,4,0,2,False,9,3,10.5
random_ask,4,0,3,False,10,3,11.5
random_ask,4,0,4,True,14,3,15.5
random_ask,4,0,5,True,13,3,14.5
random_ask,4,0,6,False,14,3,15.5
random_ask,4,0,7,True,10,2,11.0
random_ask,4,0,8,True,10,3,11.5
random_ask,4,0,9,True,6,3,7.5
random_ask,4,0,10,True,14,3,15.5
random_ask,4,0,11,True,10,2,11.0
random_ask,4,0,12,True,9,3,10.5
random_ask,4,0,13,True,12,3,13.5
random_ask,4,0,14,True,11,3,12.5
random_ask,4,0,15,True,12,3,13.5
random_ask,4,0,16,True,14,2,15.0
random_ask,4,0,17,True,12,3,13.5
random_ask,4,0,18,True,11,3,12.5
random_ask,4,0,19,True,9,3,10.5
random_ask,4,1,0,False,15,3,16.5
random_ask,4,1,1,True,10,2,11.0
random_ask,4,1,2,True,12,3,13.5
random_ask,4,1,3,True,8,3,9.5
random_ask,4,1,4,True,7,3,8.5
random_ask,4,1,5,True,14,3,15.5
random_ask,4,1,6,False,8,2,9.0
random_ask,4,1,7,True,13,3,14.5
random_ask,4,1,8,True,8,2,9.0
random_ask,4,1,9,True,6,3,7.5
random_ask,4,1,10,True,12,3,13.5
random_ask,4,1,11,True,10,3,11.5
random_ask,4,1,12,False,15,3,16.5
random_ask,4,1,13,False,8,3,9.5
random_ask,4,1,14,True,14,1,14.5
random_ask,4,1,15,True,13,3,14.5
random_ask,4,1,16,True,7,3,8.5
random_ask,4,1,17,True,10,2,11.0
random_ask,4,1,18,True,11,3,12.5
random_ask,4,1,19,True,12,2,13.0
random_ask,4,2,0,True,8,3,9.5
random_ask,4,2,1,False,8,2,9.0
random_ask,4,2,2,True,11,3,12.5
random_ask,4,2,3,False,12,3,13.5
random_ask,4,2,4,True,13,3,14.5
random_ask,4,2,5,True,7,2,8.0
random_ask,4,2,6,True,6,3,7.5
random_ask,4,2,7,True,8,3,9.5
random_ask,4,2,8,True,15,2,16.0
random_ask,4,2,9,True,6,3,7.5
random_ask,4,2,10,True,9,3,10.5
random_ask,4,2,11,False,15,2,16.0
random_ask,4,2,12,True,5,3,6.5
random_ask,4,2,13,True,16,3,17.5
random_ask,4,2,14,True,9,3,10.5
random_ask,4,2,15,True,7,3,8.5
random_ask,4,2,16,False,11,3,12.5
random_ask,4,2,17,True,14,2,15.0
random_ask,4,2,18,True,8,2,9.0
random_ask,4,2,19,True,16,3,17.5
random_ask,4,3,0,True,8,2,9.0
random_ask,4,3,1,True,8,3,9.5
random_ask,4,3,2,True,10,3,11.5
random_ask,4,3,3,True,10,2,11.0
random_ask,4,3,4,True,7,3,8.5
random_ask,4,3,5,True,7,3,8.5
random_ask,4,3,6,True,10,2,11.0
random_ask,4,3,7,True,6,2,7.0
random_ask,4,3,8,True,13,3,14.5
random_ask,4,3,9,True,9,3,10.5
random_ask,4,3,10,True,12,3,13.5
random_ask,4,3,11,True,14,3,15.5
random_ask,4,3,12,True,10,2,11.0
random_ask,4,3,13,True,15,3,16.5
random_ask,4,3,14,True,14,1,14.5
random_ask,4,3,15,True,15,3,16.5
random_ask,4,3,16,True,10,3,11.5
random_ask,4,3,17,True,5,2,6.0
random_ask,4,3,18,True,6,2,7.0
random_ask,4,3,19,True,14,3,15.5
random_ask,4,4,0,True,13,3,14.5
random_ask,4,4,1,True,13,3,14.5
random_ask,4,4,2,True,10,2,11.0
random_ask,4,4,3,True,6,2,7.0
random_ask,4,4,4,True,5,3,6.5
random_ask,4,4,5,True,7,3,8.5
random_ask,4,4,6,True,11,3,12.5
random_ask,4,4,7,True,9,2,10.0
random_ask,4,4,8,True,16,3,17.5
random_ask,4,4,9,True,6,3,7.5
random_ask,4,4,10,True,5,2,6.0
random_ask,4,4,11,True,11,2,12.0
random_ask,4,4,12,True,7,3,8.5
random_ask,4,4,13,False,9,3,10.5
random_ask,4,4,14,True,13,1,13.5
random_ask,4,4,15,True,13,3,14.5
random_ask,4,4,16,True,15,2,16.0
random_ask,4,4,17,True,12,2,13.0
random_ask,4,4,18,True,12,2,13.0
random_ask,4,4,19,True,5,3,6.5
